Date,AAPL,GOOGL,NFLX
2020-01-03,-0.009722035902036574,-0.005231285850822998,-0.01185532182484772
2020-01-06,0.00796803219725084,0.026654022640470343,0.030469447259134697
2020-01-07,-0.004702728725032301,-0.001931504659659078,-0.015126661630534555
2020-01-08,0.016086389058381778,0.0071176971074216056,0.025729432397959107
2020-01-09,0.021240599962021323,0.010497981920281507,-0.01061134822817067
2020-01-10,0.0022608032449511484,0.006458545281652794,-0.01969259309129534
2020-01-13,0.021364468358224586,0.007746967475961375,0.029995520440425194
2020-01-14,-0.013503372863829743,-0.006555363105244072,-0.0006786586132870864
2020-01-15,-0.004285921382995661,0.006018315177905853,0.00112198435168831
2020-01-16,0.012526885248255182,0.0076154474119247695,-0.0013271955564060356
2020-01-17,0.011071095983782087,0.0202460736594694,0.0031008750980092703
2020-01-21,-0.0067770041691118665,0.0018452235549353269,-0.004592775383464254
2020-01-22,0.0035696252425474473,0.0010928829638887638,-0.03581670425666572
2020-01-23,0.004815858437046128,0.0005526563885995817,0.07239265675925033
2020-01-24,-0.002882174300696261,-0.012474058579132197,0.0101830592003469
2020-01-27,-0.029405345471695044,-0.023489696296787543,-0.029108615564327645
2020-01-28,0.02828933345451179,0.013110038993078943,0.016448856890290076
2020-01-29,0.020932236373278235,0.004274223467856109,-0.015379276714461931
2020-01-30,-0.0014487124540162322,-0.0016817445821374344,0.013346504614142773
2020-01-31,-0.044339107788589516,-0.014763668935691698,-0.007620618769495824
2020-02-03,-0.002746296902938261,0.034771451881267845,0.037410541595267466
2020-02-04,0.0330136831230603,-0.025084206402237852,0.030754217222416225
2020-02-05,0.00815452236923142,0.00044276459714032157,0.001788579292276049
2020-02-06,0.011696929784832832,0.02069079892483039,-0.007357916849901169
2020-02-07,-0.013592808320214589,0.002127520938520533,-0.0004905932344206887
2020-02-10,0.004749755196847838,0.01997818912141791,0.011724018974700101
2020-02-11,-0.006033452661792893,0.0009279859740329854,0.007060649110609107
2020-02-12,0.023748050472676585,0.005675323084312289,0.016912433522247472
2020-02-13,-0.007121110123827656,-0.003450495767377104,0.0036577566251916327
2020-02-14,0.00024611004038099793,0.0035284192623015187,-0.002621919286845631
2020-02-18,-0.018310295267113474,0.00046757158624854966,0.01940064406210462
2020-02-19,0.01448250972677223,0.0035736333047264868,-0.00410025360486832
2020-02-20,-0.010259035279413409,-0.005167670085400755,-0.0004919921287581674
2020-02-21,-0.022634872368960668,-0.022103030980928806,-0.01536267532585811
2020-02-24,-0.04750016451697814,-0.04287269997058907,-0.02991552845023182
2020-02-25,-0.033872325492805944,-0.02362196146850415,-0.023352361226139484
2020-02-26,0.015863393553154026,0.0029935142182260233,0.05318113274803382
2020-02-27,-0.06536817538506678,-0.05431265673752461,-0.019855497767108488
2020-02-28,-0.0005850877258446463,0.018479760564484193,-0.007209902174784899
2020-03-02,0.09310110194378707,0.03514668493801065,0.032571847962042266
2020-03-03,-0.03175942895980266,-0.035056781106715396,-0.03222673972625556
2020-03-04,0.04638458202014295,0.03280193268238207,0.040730048482044756
2020-03-05,-0.03243695456662521,-0.04837864587010787,-0.02868758831780871
2020-03-06,-0.013280201947581394,-0.014466490295201528,-0.010220498876200246
2020-03-09,-0.07909202139096927,-0.061702156577934986,-0.06092639215100171
2020-03-10,0.0720215230307426,0.048840584593380365,0.05091060390086688
2020-03-11,-0.03473026938118762,-0.050401182019100044,-0.039024500218407754
2020-03-12,-0.09875494676607577,-0.08204636598293436,-0.09907982423787387
2020-03-13,0.11980829620041078,0.09241153144891778,0.06677236413312837
2020-03-16,-0.12864687817636522,-0.11634150246500341,-0.11138861972882097
2020-03-17,0.043970080865678884,0.04199432436226136,0.06997056591603945
2020-03-18,-0.02448005581772894,-0.024032676188524005,-0.013385453570905037
2020-03-19,-0.0076618652989782765,0.018768509945241707,0.05249309758301979
2020-03-20,-0.06348571092809052,-0.03909437851708175,0.0024093840794805477
2020-03-23,-0.0212441319297203,-0.01318087326134687,0.08244450184313057
2020-03-24,0.10032544389878773,0.07198353544657876,-0.00818825264221823
2020-03-25,-0.005508809802609482,-0.025123716193145462,-0.04178325414125028
2020-03-26,0.05262329866333526,0.05564537816399384,0.060165234687376445
2020-03-27,-0.041402569502078435,-0.04528262554724849,-0.0161712313703124
2020-03-30,0.028538070598841392,0.0324698844869693,0.03875447056205594
2020-03-31,-0.00204078953992759,0.013643835228464463,0.012238539598606879
2020-04-01,-0.05261713321743278,-0.051508276726154545,-0.03041281871567081
2020-04-02,0.01668680099473474,0.013546958202959924,0.01647989513647463
2020-04-03,-0.014371355450452095,-0.021781086467310362,-0.02248156373896748
2020-04-06,0.08723728068660641,0.08281325713420795,0.050309545549947376
2020-04-07,-0.011582225563823378,-0.0005324776415045473,-0.020212635141848234
2020-04-08,0.025594614297737017,0.02066703427284433,-0.003115944090235856
2020-04-09,0.00721622581475545,-0.00035627177573249735,-0.0010778020633409602
2020-04-13,0.019627447044445967,0.003182648457753512,0.07013379346781257
2020-04-14,0.05050321748428499,0.04529047781655904,0.04242283353619669
2020-04-15,-0.00912714384441271,-0.0062677154375127,0.03191878272679194
2020-04-16,0.007945706071587733,0.00010334857922811302,0.02910372215051993
2020-04-17,-0.013569009719925695,0.017154091300891405,-0.036910584687093184
2020-04-20,-0.0207566401648982,-0.013956189091940074,0.03435312812758107
2020-04-21,-0.030910287375554124,-0.038845534111143,-0.008365914063882096
2020-04-22,0.02880346536993783,0.03815506843818528,-0.028605614016181113
2020-04-23,-0.0038750171889979645,0.010139793016646914,0.01252906509197449
